"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","46/3495","106/8361",0.433962264150943,1.03815693578427,0.335049181595482,0.404852339173328,0.796037151251385,0.726050631374618,"3570/861/3662/6256/3326/3553/5595/3569/3556/7535/916/30009/27040/3112/5602/3566/3558/917/51561/7046/6258/919/3320/4089/50943/915/2353/3091/4088/5335/3572/3115/4087/4794/4792/149233/3932/920/3111/3560/3117/3716/3113/5535/6095/6772",46
"Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","29/3495","66/8361",0.439393939393939,1.05115099492782,0.353556262748247,0.407316707581106,0.796037151251385,0.726050631374618,"6641/595/284217/27/6445/3683/6442/8082/3383/1981/3112/637/5880/959/1604/3908/3107/3115/842/3133/3105/5551/3111/3117/3135/3113/5879/3134/2534",29
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","23/3495","52/8361",0.442307692307692,1.05812149224166,0.356290895619474,0.412049302996262,0.796037151251385,0.726050631374618,"115/5745/477/6547/5579/482/624/5567/112/7421/2099/490/483/1785/2776/23236/5330/1212/478/5332/480/9365/3816",23
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","56/3495","130/8361",0.430769230769231,1.03051832287884,0.297198569865313,0.416039183705425,0.796037151251385,0.726050631374618,"2788/115/4312/111/1282/1277/2792/4322/5595/408/51764/84699/1278/6655/1284/7422/4318/1285/5567/2277/112/54331/55970/4846/109/1288/5293/5602/6416/7046/2775/5605/1910/1956/23236/2769/5894/1287/3845/2353/10022/5330/4313/2790/1286/2885/8503/4087/5296/4792/5590/113/5332/2770/2786/2793",56
"Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","17/3495","38/8361",0.447368421052632,1.07022814547097,0.367708549381492,0.416396160874139,0.796037151251385,0.726050631374618,"284958/51548/51547/23530/4837/65220/64802/4860/683/10135/5167/93034/952/83594/30833/23410/55191",17
"Metabolism","Metabolism of other amino acids","hsa00450","Selenocompound metabolism","8/3495","17/8361",0.470588235294118,1.12577631911134,0.439923204555303,0.418371798242915,0.796037151251385,0.726050631374618,"114112/9060/51540/1491/4141/22929/4548/22928",8
"Metabolism","Energy metabolism","hsa00910","Nitrogen metabolism","8/3495","17/8361",0.470588235294118,1.12577631911134,0.439923204555303,0.418371798242915,0.796037151251385,0.726050631374618,"766/760/762/759/771/768/763/761",8
"Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","22/3495","50/8361",0.44,1.0526008583691,0.316149040975986,0.428698573399743,0.811300526003815,0.739972070667355,"115/90423/5336/9296/9550/23480/9114/11015/5567/51382/109/528/245973/9601/51606/245972/30001/50617/10952/5335/11014/29927",22
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","30/3495","69/8361",0.434782608695652,1.04011942526591,0.283589585599293,0.433556783063879,0.814314315584527,0.742720891905744,"111/2906/814/4128/84699/6804/817/5579/2904/801/3066/2893/5567/116443/4129/2902/815/5500/776/2892/816/2354/91860/2903/2353/805/808/775/2891/5535",30
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","65/3495","152/8361",0.427631578947368,1.02301219787667,0.242647288379659,0.434917873096282,0.814314315584527,0.742720891905744,"25902/4830/7358/7360/790/1503/248/4351/57026/654364/4337/10797/2235/2356/29968/210/224/4831/587/5372/51004/7372/54575/6472/54576/54657/54600/54577/154807/79646/54658/51109/54578/4522/79799/65220/64802/124454/1728/2058/55163/6999/219/211/4833/56474/80308/23498/84274/3145/7390/79717/1352/53630/6697/1723/5805/55191/50808/5373/1371/6470/217/3620/7389",65
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","51/3495","119/8361",0.428571428571429,1.02526057633354,0.23520205236418,0.441798502841267,0.822820492064159,0.750479216745122,"4314/1051/840/6401/3553/6352/4323/5595/84699/3569/7188/79651/3627/6868/6372/1435/4318/197259/2920/2277/153090/355/1540/5293/192111/3383/9252/843/5602/6374/3976/64285/6416/8737/2921/7132/8837/7186/3600/2353/5608/11035/329/2919/9020/8503/5296/4792/9530/64127/23118",51
"Metabolism","Glycan biosynthesis and metabolism","hsa00604","Glycosphingolipid biosynthesis - ganglio series","7/3495","15/8361",0.466666666666667,1.11639484978541,0.38236741937396,0.446641948094524,0.827462977522486,0.75471354110155,"8705/30815/6483/8869/6489/256435/81849",7
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","87/3495","205/8361",0.424390243902439,1.01525803412541,0.187446605585939,0.452474990298561,0.828036783683934,0.755236898994019,"4312/4973/596/3576/4314/840/948/6256/3326/6401/3553/6352/5595/3329/3569/817/8743/801/4318/2920/4846/355/815/3309/5747/598/5293/3383/1965/5602/816/929/3312/10333/7409/4689/8795/6416/5452/572/3654/91860/3949/6258/3606/637/3320/2921/959/7132/23236/8797/30001/653361/5906/7186/3845/5451/2353/805/5608/19/808/6349/5468/5330/4067/5335/142678/998/2919/8503/842/7184/148022/5296/4792/9619/3306/5332/23118/25833/7436/356/5879/5535/2932",87
"Organismal Systems","Nervous system","hsa04730","Long-term depression","26/3495","60/8361",0.433333333333333,1.03665236051502,0.241464363438409,0.453421230418363,0.828036783683934,0.755236898994019,"2767/5593/10672/5595/6261/5579/773/2892/5516/2775/5605/2977/2776/23236/5894/3845/5330/4067/123745/369/255189/2891/5332/2770/2983/3479",26
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","42/3495","98/8361",0.428571428571429,1.02526057633354,0.21317098547819,0.454008804690339,0.828036783683934,0.755236898994019,"115/2767/111/477/3284/814/84699/817/5579/801/482/5567/112/5138/109/815/776/183/490/3777/816/483/91860/3949/1589/2776/23236/221955/1583/805/57118/808/5330/478/5581/778/775/113/185/5332/480/6770",42
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","33/3495","77/8361",0.428571428571429,1.02526057633354,0.188716228654916,0.468588797947284,0.848685024542049,0.774069774178603,"861/595/1871/1019/1869/7042/5595/6655/4609/3066/1026/598/5293/1398/5925/572/7046/5781/5605/4089/5894/3845/1870/1647/4088/578/9846/2885/8503/369/5296/4792/1029",33
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","38/3495","89/8361",0.426966292134831,1.02142064908135,0.17217220577866,0.472146425607954,0.848685024542049,0.774069774178603,"2788/115/111/2792/51764/66008/5579/2562/2565/773/5567/112/2563/54331/55970/2564/109/27165/776/92745/11337/2775/2550/2571/9001/774/54407/2566/2570/23710/2790/778/775/113/2568/2770/2786/2793",38
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","90/3495","213/8361",0.422535211267606,1.01082028652602,0.135563798493217,0.472563252301823,0.848685024542049,0.774069774178603,"2949/253152/115/2946/111/9314/596/2053/595/3838/1869/8817/6256/990/3326/5595/408/84699/3839/54852/6655/85315/5579/4259/2100/7422/4609/153/2052/1576/773/54575/54576/54657/54600/154/1978/5567/112/54577/54658/2948/7421/993/54578/109/2099/5293/9446/79799/776/332/3837/5925/2944/1141/572/6195/6258/5605/774/3320/4853/2254/5241/1956/5894/3845/2353/9970/27330/3840/3836/10728/5465/155/2885/778/8503/7184/5296/1139/775/367/28514/2938/113/79852/2770/405",90
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","22/3495","51/8361",0.431372549019608,1.03196162585206,0.194023402301721,0.476357295668906,0.851156183124136,0.776323671808796,"115/111/3284/654/3294/51478/5567/112/109/10965/3949/1588/1583/122970/641371/123745/3643/113/8644/255189/3479/6770",22
"Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","32/3495","75/8361",0.426666666666667,1.02070386266094,0.152633626083959,0.483503647801459,0.852860956699536,0.777878563975354,"115/111/477/2878/84699/493869/5579/432/7038/482/5567/112/109/3309/483/9601/4036/2776/821/23236/5330/478/7184/113/7173/7270/8458/7253/5332/480/2876/2936",32
"Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","29/3495","68/8361",0.426470588235294,1.02023478919465,0.141983534901406,0.489942416748796,0.852860956699536,0.777878563975354,"9582/8850/51497/5901/636/79643/9525/5478/140564/27350/7514/2648/200316/4298/9972/5903/23534/10955/60489/11052/85363/10015/5045/7936/920/4600/55201/7469/80237",29
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","29/3495","68/8361",0.426470588235294,1.02023478919465,0.141983534901406,0.489942416748796,0.852860956699536,0.777878563975354,"861/3815/595/2209/5595/7704/6655/5467/4609/51176/1978/2322/890/597/6934/5293/929/6932/572/5605/5894/3845/2885/8503/369/5296/11040/5371/83439",29
"Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","16/3495","37/8361",0.432432432432432,1.03449715810231,0.178220977696329,0.491886567182301,0.852860956699536,0.777878563975354,"790/443/56954/5471/284716/84706/440/2346/2875/339983/27165/8659/2805/2571/259307/8528",16
"Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","8/3495","18/8361",0.444444444444444,1.06323319027182,0.227594048287394,0.499277196876445,0.852860956699536,0.777878563975354,"32/23205/2194/31/23305/2182/7923/2180",8
"Metabolism","Glycan biosynthesis and metabolism","hsa00511","Other glycan degradation","8/3495","18/8361",0.444444444444444,1.06323319027182,0.227594048287394,0.499277196876445,0.852860956699536,0.777878563975354,"2517/57704/129807/284004/10825/2629/23324/4125",8
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","66/3495","157/8361",0.420382165605096,1.00566960990678,0.0607758239590602,0.506612615686967,0.852860956699536,0.777878563975354,"7004/84962/595/4092/654/650/7472/7042/6788/3398/7474/8323/5054/79981/653/7482/4609/51176/151449/1454/64398/656/324/1496/10413/7532/8321/5500/6934/374/5521/1499/102800317/85409/332/174/7480/7003/29119/6932/5516/7477/7473/7046/4089/50855/1740/8463/1453/9231/4088/3397/329/85407/7855/80326/4087/166824/5590/7484/7161/7534/83439/11186/2932/3993",66
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","33/3495","78/8361",0.423076923076923,1.01211620997029,0.091108928282736,0.507164867284869,0.852860956699536,0.777878563975354,"87178/11340/57819/3329/56915/23404/22894/9125/84186/51010/22803/51690/23658/131870/5042/26986/51691/54512/80336/694/255967/170506/5213/25804/2023/11044/118460/10200/54464/5073/5393/5211/28960",33
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","63/3495","150/8361",0.42,1.00475536480687,0.0498049053725683,0.511681623737846,0.852860956699536,0.777878563975354,"596/4233/1030/595/1017/1871/2549/1869/8817/6256/7472/7042/5595/7474/8323/6655/7482/2263/4609/5243/1026/9134/51176/324/1496/8321/6934/898/5293/1499/5925/7480/6469/29119/6932/7477/7473/7046/10023/6258/5605/4089/2254/1956/5894/3845/1870/1647/4088/578/7855/2885/80326/8503/3082/4087/369/5296/2064/5915/7484/83439/2932",63
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","15/3495","35/8361",0.428571428571429,1.02526057633354,0.12691114149248,0.514066815279085,0.852860956699536,0.777878563975354,"57016/4351/441282/5372/7264/6652/57103/5209/231/5213/55556/3099/3795/5373/5211",15
"Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","10/3495","23/8361",0.434782608695652,1.04011942526591,0.163278255617098,0.514551129607909,0.852860956699536,0.777878563975354,"290/1215/5476/1511/183/1359/7064/4311/185/3816",10
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","62/3495","148/8361",0.418918918918919,1.00216912191161,0.0225634021627487,0.522745399372854,0.852860956699536,0.777878563975354,"3815/595/675/1871/1019/1869/8817/7472/3714/5595/7474/672/8323/6655/2100/7482/8648/4609/1026/51176/388585/4854/324/2099/8321/6934/5293/1499/5925/5728/4855/23462/26508/7480/6932/7477/7473/10023/5605/4853/2254/5241/4851/1956/5894/3845/2353/1870/1647/578/7855/2885/80326/8503/369/5296/2064/28514/7484/83439/2932/3479",62
"Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","12/3495","28/8361",0.428571428571429,1.02526057633354,0.113465088501953,0.526967653671319,0.852860956699536,0.777878563975354,"57016/248/4337/2356/441282/7166/5092/231/5053/6697/5805/8644",12
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","69/3495","165/8361",0.418181818181818,1.00040577448303,0.00446135114179516,0.528315388204529,0.852860956699536,0.777878563975354,"115/2767/111/5593/1258/10672/477/6547/5595/84699/1909/8654/801/5139/153/482/624/154/112/5138/140/4846/5294/489/109/5500/150/3764/776/4208/490/483/1259/572/91860/4207/3827/5605/2977/4209/1910/2969/2776/10242/23236/151/3778/148/5894/805/808/5330/478/23533/5581/4638/155/292/778/3643/775/113/185/5332/480/291/5535/2770/2983",69
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease","94/3495","225/8361",0.417777777777778,0.999439198855508,-0.00722662229935513,0.528770175021331,0.852860956699536,0.777878563975354,"1675/4312/3570/3576/4314/5336/3553/6173/5595/7098/6170/730/3569/3627/6227/5579/6868/200916/629/6201/11224/2162/10747/733/1440/5293/6144/6136/115004/5602/6129/6187/3558/6165/717/25873/6155/3654/6157/6130/6156/6223/51284/7132/100529239/6204/1956/6160/6209/7113/6167/5610/6222/100529097/2353/6224/6132/6233/4938/6169/7311/712/9045/6206/4940/5335/6210/140801/6161/51121/3572/6191/8503/6137/6168/5296/4792/6181/51187/6152/6188/6192/4600/185/6158/6207/3716/6166/23118/6159/6772/9349/714/23586",94
"Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","39/3495","93/8361",0.419354838709677,1.00321196178873,0.0263968610768994,0.529333381867889,0.852860956699536,0.777878563975354,"4233/6615/5595/117178/5792/1459/8976/51176/1496/6934/1499/87/29119/6932/7046/25945/5880/4089/5819/1956/81607/5906/57154/103910/4636/4088/52/889/998/7454/55698/1460/3643/10627/1500/2064/5879/83439/2534",39
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","24/3495","57/8361",0.421052631578947,1.00727354867856,0.0466961186460432,0.53213239474899,0.852860956699536,0.777878563975354,"290/2949/2946/9588/27306/79017/2878/2950/493869/6241/4259/6240/2948/6723/4953/9446/2944/6611/124975/79094/2938/2539/2876/2936",24
"Metabolism","Glycan biosynthesis and metabolism","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series","7/3495","16/8361",0.4375,1.04662017167382,0.158183567424762,0.53222005886727,0.852860956699536,0.777878563975354,"2523/2717/10317/6483/4668/28/6489",7
"Genetic Information Processing","Information processing in viruses","hsa03273","Virion - Lassa virus and SFTS virus","7/3495","16/8361",0.4375,1.04662017167382,0.158183567424762,0.53222005886727,0.852860956699536,0.777878563975354,"5101/30835/27328/64881/4628/5097/3916",7
"Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","19/3495","45/8361",0.422222222222222,1.01007153075823,0.057409686647691,0.534157219429641,0.852860956699536,0.777878563975354,"6185/10195/11320/4121/284004/56052/3703/58505/201595/8704/79087/2530/4247/746/4245/4124/11282/6184/200185",19
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","46/3495","110/8361",0.418181818181818,1.00040577448303,0.00363051686545066,0.535236184050627,0.852860956699536,0.777878563975354,"2788/111/2792/3363/5595/51764/4128/1565/285242/5579/2562/773/5567/7166/54331/55970/4129/239/776/247/170572/1843/3352/2775/774/5742/2776/3360/23236/5894/3845/5330/2790/123745/778/369/3359/775/255189/3362/260293/5332/2770/2786/2793/242",46
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","85/3495","204/8361",0.416666666666667,0.996781115879828,-0.039445355219248,0.542828197040317,0.852860956699536,0.777878563975354,"288/4233/51196/595/60495/2549/6548/27250/5328/1277/7472/7074/5336/3673/7042/5595/1278/817/7474/7023/8323/6655/5579/7482/7422/4609/287/3685/4318/1026/5567/355/2099/815/8321/5747/5500/7291/5293/3791/1499/960/7480/6469/816/7409/7477/7473/2002/1634/5781/5605/10855/3678/6385/1956/117581/5329/5894/3845/406903/406902/3091/4313/5335/998/4060/7855/2885/80326/8503/3082/4087/2335/3059/2719/369/5296/2064/7484/5829/356/5879/3316/3479",85
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","38/3495","91/8361",0.417582417582418,0.998971843607037,-0.00835733475157427,0.54357075100575,0.852860956699536,0.777878563975354,"2788/115/111/5151/2792/408/51764/5579/2562/2565/5139/773/5567/112/2563/54331/5138/55970/2564/27115/109/10846/5143/5137/2775/2550/774/5144/2566/2570/2790/5150/113/5136/2568/2770/2786/2793",38
"Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","9/3495","21/8361",0.428571428571429,1.02526057633354,0.0982224026862822,0.544035841688237,0.852860956699536,0.777878563975354,"1806/60496/224/587/79646/5167/219/79717/217",9
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","65/3495","156/8361",0.416666666666667,0.996781115879828,-0.0343929180838221,0.544587472334391,0.852860956699536,0.777878563975354,"220441/8140/54541/7472/90423/5595/9296/6009/7474/8323/6655/5579/7482/2887/9550/9675/6446/9681/8131/1978/83667/57600/51719/51382/55437/8321/54468/6520/5293/6502/528/245973/5728/201163/7480/51606/7477/7473/389541/79899/6195/5605/5563/58528/9894/7132/64121/5894/3845/9663/27330/51256/8649/7855/2885/80326/8503/81929/5296/3643/7484/23175/92335/2932/3479",65
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","122/3495","293/8361",0.416382252559727,0.996100719213699,-0.0575805821856539,0.545703391149688,0.852860956699536,0.777878563975354,"498/5433/10382/5440/79861/3798/6389/5683/2878/10891/387332/10213/127602/3800/6392/84699/6804/5688/493869/5701/2904/3066/5682/11047/7384/10381/3799/2893/506/6390/1770/203068/147700/5719/7386/4705/2902/374291/4723/7979/89953/5684/146754/5602/29796/5718/4720/9377/4700/1337/4707/2892/5693/4697/143471/5713/84790/4714/518/7385/4698/1329/4694/4719/5436/1350/9001/1327/774/5695/25981/1351/5689/4729/2776/64837/5289/539/4717/23236/5690/5707/56901/6874/7186/522/4695/3092/10376/125965/4724/5432/5691/4716/5468/515/5692/5330/1212/8632/1767/10476/4713/5710/5430/3766/292/842/513/1347/516/5686/514/2891/7052/5332/1349/291/5431/2876/5441/9519",122
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","92/3495","221/8361",0.416289592760181,0.995879051521566,-0.0526164805989337,0.547026449549479,0.852860956699536,0.777878563975354,"115/111/5593/788/8110/498/86/5346/6389/1376/11343/1374/55744/10891/6599/6392/84699/6009/1268/6655/152831/51548/2641/7384/91942/5567/506/112/6390/656/23305/51422/7386/4705/109/374291/4723/2182/63976/29796/4720/9377/4700/6597/1337/4707/23028/4697/4714/518/7385/4698/1329/4694/4719/6195/1350/5563/1327/1351/6602/4729/539/4717/56901/522/4695/3845/125965/4724/4716/5468/27330/515/10476/4713/155/2885/57104/521/513/1352/1347/516/1375/113/514/126129/1349/123096/2180/10632",92
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","50/3495","120/8361",0.416666666666667,0.996781115879828,-0.0300986269873305,0.547097968693876,0.852860956699536,0.777878563975354,"596/8767/2549/4916/814/5336/5595/25970/817/6655/5598/801/3656/815/5293/1398/9252/4145/5602/5663/816/572/9500/3654/91860/6195/5781/5605/5580/5906/5894/6272/3845/805/808/27330/5335/998/4915/2885/8503/4794/5296/4792/7161/356/5879/4909/10019/2932",50
"Metabolism","Lipid metabolism","hsa00592","alpha-Linolenic acid metabolism","11/3495","26/8361",0.423076923076923,1.01211620997029,0.0524374228596642,0.553852440935533,0.852860956699536,0.777878563975354,"51/30/54979/9415/26279/8399/8398/11145/123745/255189/8310",11
"Genetic Information Processing","Transcription","hsa03022","Basal transcription factors","18/3495","43/8361",0.418604651162791,1.00141730711648,0.00789640498513842,0.555078694178629,0.852860956699536,0.777878563975354,"2963/387332/6873/1022/2969/6874/2071/2965/4331/2068/6878/2960/404672/2968/2967/2961/9519/54457",18
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","64/3495","154/8361",0.415584415584416,0.9941920740204,-0.0616495474515279,0.555576441624722,0.852860956699536,0.777878563975354,"115/782/111/595/814/5595/817/59283/6261/5021/5579/5598/801/1026/5567/112/4846/5294/51422/59285/109/815/5500/6263/9254/776/3768/4208/816/2002/91860/2775/5605/2977/5563/3759/2776/1827/1956/23236/93589/952/5894/3845/2353/805/57118/808/5330/3770/23533/123745/4638/778/10645/775/29904/113/255189/5332/5535/2770/2983/783",64
"Organismal Systems","Development and regeneration","hsa04360","Axon guidance","76/3495","183/8361",0.415300546448087,0.993512981073665,-0.0751948042738431,0.558442696419301,0.852860956699536,0.777878563975354,"8633/4233/80031/2050/6387/9423/5336/5595/5361/57556/2047/4756/817/7474/6092/56920/151449/3984/9723/223117/137970/815/5747/5362/5293/55740/2045/6091/1946/6469/816/2041/6586/10509/1020/64221/5781/29984/5880/50855/1944/5062/59277/7869/219699/2051/57715/5894/3845/125467750/56963/2042/103910/4636/5335/54910/2044/998/3897/4690/3985/8503/1949/10154/5296/6259/56896/57522/10627/5590/5879/5535/2770/2534/2932/64218",76
"Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","13/3495","31/8361",0.419354838709677,1.00321196178873,0.0151834125591019,0.562371553975011,0.852860956699536,0.777878563975354,"50/38/81888/6472/55902/4594/2653/4190/275/847/5096/6470/112817",13
"Genetic Information Processing","Information processing in viruses","hsa03272","Virion - Hepatitis viruses","20/3495","48/8361",0.416666666666667,0.996781115879828,-0.0189534270160995,0.562618200493276,0.852860956699536,0.777878563975354,"9076/137075/57132/9075/7122/9525/5010/9073/10686/3949/1956/1366/9074/9069/10015/975/23562/91782/149461/3916",20
"Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","20/3495","48/8361",0.416666666666667,0.996781115879828,-0.0189534270160995,0.562618200493276,0.852860956699536,0.777878563975354,"6518/477/5579/92579/482/5293/776/483/6476/23236/280/5330/478/3099/8503/5296/57818/2538/5332/480",20
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","27/3495","65/8361",0.415384615384615,0.993714097061737,-0.043115224699089,0.564535803724409,0.852860956699536,0.777878563975354,"115/2767/111/3284/5151/84699/3739/5567/112/109/776/183/3777/3949/1589/56246/2776/23236/1583/5330/778/3776/775/113/185/5332/6770",27
"Organismal Systems","Immune system","hsa04611","Platelet activation","52/3495","126/8361",0.412698412698413,0.987287962395259,-0.121845449991301,0.582420688246302,0.87612000966965,0.79909271216879,"115/111/5593/5023/10672/6786/1277/5028/5336/3673/2149/5595/2909/1278/5567/10235/112/4846/2811/5294/109/5500/83660/5293/695/54518/83706/2977/11093/5742/8673/2776/23236/5906/64805/5330/103910/4067/23533/123745/4638/8503/5296/10627/5590/113/255189/5332/2770/2534/2983/10125",52
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","124/3495","300/8361",0.413333333333333,0.98880686695279,-0.167324104459258,0.588624912837836,0.878052101498692,0.800854937072671,"782/4233/3815/8817/3553/285/5494/7042/5595/408/51776/6788/5801/80310/59283/2321/11184/2872/5228/3556/6655/5579/994/1435/2263/7422/1846/5598/4609/773/5567/2277/9448/10235/55970/4254/2322/355/5159/8569/59285/11221/51347/1398/374/9252/3791/9254/2323/776/5602/4208/1946/2069/1852/929/3312/6416/1843/5156/3654/2002/5495/7046/6195/3925/4137/7039/5605/774/5880/1944/51295/2254/5155/5062/7132/1849/1956/93589/5924/5906/7186/5894/3845/2353/5608/3552/125467750/4296/1647/27330/2668/4149/998/4915/8649/9020/123745/2885/778/3082/1844/369/3643/775/2064/2261/255189/5979/3727/23118/6789/356/5879/4909/5535/5778/8491/783/115727/3479/10746/10125",124
"Metabolism","Glycan biosynthesis and metabolism","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","12/3495","29/8361",0.413793103448276,0.989906763356519,-0.046141902854598,0.588694022595714,0.878052101498692,0.800854937072671,"8705/80235/65258/94005/284098/93210/8818/84302/128869/54965/55650/93183",12
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","30/3495","73/8361",0.410958904109589,0.983126580045858,-0.122710111551462,0.593108489842133,0.87807015956776,0.800871407500499,"4233/595/1871/1019/1869/8817/5595/80310/1026/5159/5293/5925/5728/572/5156/5605/2254/5155/1956/5894/3845/1870/1647/578/8503/3082/369/5296/1029/3479",30
"Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","14/3495","34/8361",0.411764705882353,0.985054279222419,-0.0740035778338852,0.594294766498801,0.87807015956776,0.800871407500499,"8553/1408/1454/79365/51422/5187/8863/102800317/5563/406/6096/1453/8454/6095",14
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","58/3495","141/8361",0.411347517730496,0.984056250570724,-0.161809786340671,0.596189682206519,0.87807015956776,0.800871407500499,"2949/2946/596/7850/3326/6401/3553/2950/3162/4259/7422/5598/801/3685/4318/2948/4846/5747/5293/3383/3791/1499/9446/5602/4208/2944/1728/59341/6416/1843/91860/5563/3320/5880/5155/5327/7132/6385/25828/653361/2353/805/5608/3552/90/808/406903/406902/4313/8503/7184/8878/5296/5590/2938/92/5879/10365",58
"Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","34/3495","83/8361",0.409638554216867,0.979967940431253,-0.155432779974884,0.60311322601609,0.884566064823599,0.806796201468893,"100170841/57332/84733/11335/8535/80816/54881/23492/6322/54554/404281/11091/3066/1876/221937/26147/7027/2146/5252/171023/10138/2145/1912/3054/9212/4149/51619/57713/7321/1460/84108/121536/8314/5931",34
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","59/3495","144/8361",0.409722222222222,0.980168097281831,-0.203436868642041,0.611936752304121,0.886886105659114,0.808912267422337,"3624/3977/9314/7472/5595/5462/3398/7474/8323/7482/2263/5080/4609/3399/3231/130399/6498/55183/324/8321/5293/1499/9421/3670/7480/1852/3976/6932/7477/7473/5605/4089/3625/5013/4211/5894/3845/90/6929/4088/64211/3397/7855/2885/3572/80326/8503/4090/4087/5296/84108/2261/92/3716/7484/56916/9869/2932/3479",59
"Metabolism","Metabolism of cofactors and vitamins","hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis","5/3495","12/8361",0.416666666666667,0.996781115879828,-0.00945626014569872,0.612157294580409,0.886886105659114,0.808912267422337,"51004/154807/6898/1728/84274",5
"Organismal Systems","Sensory system","hsa04744","Phototransduction","11/3495","27/8361",0.407407407407407,0.974630424415832,-0.11189457016438,0.616604146497696,0.886886105659114,0.808912267422337,"8787/1258/5145/2792/801/1259/91860/2780/805/808/5158",11
"Organismal Systems","Excretory system","hsa04966","Collecting duct acid secretion","11/3495","27/8361",0.407407407407407,0.974630424415832,-0.11189457016438,0.616604146497696,0.886886105659114,0.808912267422337,"760/90423/9296/9550/9114/51382/528/245973/245972/50617/6521",11
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","63/3495","154/8361",0.409090909090909,0.978657822863832,-0.226541379262857,0.619784026642816,0.886886105659114,0.808912267422337,"115/782/7171/111/596/477/6547/6548/5523/5595/84699/817/59283/6332/801/6330/153/482/154/5567/112/5294/489/59285/109/815/5500/9252/9254/5521/776/183/490/816/483/5516/91860/6331/2776/23236/5525/93589/148/4634/805/808/5330/478/23533/11069/5529/778/3776/775/113/185/7137/70/5332/480/2770/1390/783",63
